,source,target,source_node_size,edge_size
25,airdrops,ltt_ntk,9040.0,1
0,cryptoalerts,listmebot,19800.0,1
1,cryptoalerts,vote,19800.0,2
2,cryptoalerts,unfolded,19800.0,3
0,cryptobots,crypto,2510.0,5
1,cryptobots,listmebot,2510.0,3
2,cryptobots,cryptofaqs,2510.0,2
4,cryptobots,antichinesespambot,2510.0,1
5,cryptobots,bitchslapperbot,2510.0,1
6,cryptobots,setupguide,2510.0,5
7,cryptobots,cryptogroupsbot,2510.0,2
9,cryptobots,combot,2510.0,2
10,cryptobots,cybersniperbot,2510.0,1
11,cryptobots,daysandbox_bot,2510.0,1
12,cryptobots,hal9000cgbot,2510.0,1
14,cryptobots,pimpslapperbot,2510.0,1
15,cryptobots,shieldy_bot,2510.0,1
18,cryptobots,cryptomanagebot,2510.0,1
20,cryptobots,groupbutler_bot,2510.0,1
22,cryptobots,cryptowhalebot,2510.0,1
23,cryptobots,whalebotalerts,2510.0,1
24,cryptobots,digubot,2510.0,1
25,cryptobots,intelligenttradingbot,2510.0,1
26,cryptobots,mewnbot,2510.0,1
27,cryptobots,official_100eyes_bot,2510.0,1
28,cryptobots,crabravebot,2510.0,1
29,cryptobots,icon8bot,2510.0,1
32,cryptobots,robot,2510.0,1
33,cryptobots,vote,2510.0,1
34,cryptobots,botfather,2510.0,1
35,cryptobots,commentsbot,2510.0,1
36,cryptobots,manybot,2510.0,1
37,cryptobots,lntxbot,2510.0,1
38,cryptobots,hirebotdevelopers,2510.0,1
39,cryptobots,notoscam,2510.0,1
40,cryptobots,telegram,2510.0,1
41,cryptobots,resolutions,2510.0,1
46,cryptobots,communityrules,2510.0,1
47,cryptobots,learntotrade,2510.0,1
0,cryptochannels,crypto,4930.0,4
1,cryptochannels,listmebot,4930.0,2
2,cryptochannels,cryptofaqs,4930.0,2
4,cryptochannels,altcoin,4930.0,1
5,cryptochannels,avalbit,4930.0,1
6,cryptochannels,bit_novosti,4930.0,1
7,cryptochannels,bitcoinbravado,4930.0,1
8,cryptochannels,bitcoinchannel,4930.0,1
9,cryptochannels,bitcoinexchangeguide,4930.0,1
10,cryptochannels,bitcoinmagazinebot,4930.0,1
11,cryptochannels,bitoracle,4930.0,1
12,cryptochannels,bitru,4930.0,1
13,cryptochannels,cdiamonds,4930.0,1
14,cryptochannels,coin_analyse,4930.0,1
15,cryptochannels,coincentral,4930.0,1
16,cryptochannels,coindesk,4930.0,1
17,cryptochannels,coingape,4930.0,1
18,cryptochannels,coinnewschannel,4930.0,1
19,cryptochannels,coinnewsde,4930.0,1
20,cryptochannels,cointelegraph,4930.0,1
21,cryptochannels,cointified,4930.0,1
22,cryptochannels,cripto247,4930.0,1
23,cryptochannels,criptonoticias,4930.0,1
24,cryptochannels,crypto_news_channel,4930.0,1
25,cryptochannels,cryptoalerts,4930.0,1
26,cryptochannels,cryptoamb,4930.0,1
27,cryptochannels,cryptoasianews,4930.0,1
28,cryptochannels,cryptochan,4930.0,1
29,cryptochannels,cryptoclubalerts,4930.0,1
30,cryptochannels,cryptocurrency,4930.0,1
31,cryptochannels,cryptoexplorerchannel,4930.0,1
32,cryptochannels,cryptomartez,4930.0,1
33,cryptochannels,cryptoninja_news,4930.0,1
34,cryptochannels,cryptonyka,4930.0,1
35,cryptochannels,cryptoranknews,4930.0,1
36,cryptochannels,cryptosentinel,4930.0,1
37,cryptochannels,cryptoseson2020,4930.0,1
38,cryptochannels,cryptoslatenews,4930.0,1
39,cryptochannels,cryptosnippets,4930.0,1
40,cryptochannels,decenterorg,4930.0,1
41,cryptochannels,decentralbox,4930.0,1
42,cryptochannels,forklog,4930.0,1
43,cryptochannels,jingbao,4930.0,1
44,cryptochannels,krepta_news,4930.0,1
45,cryptochannels,krypto_deutschland,4930.0,1
46,cryptochannels,kryptonachrichten,4930.0,1
47,cryptochannels,newcryptojournal,4930.0,1
48,cryptochannels,mgoncrypto,4930.0,1
49,cryptochannels,officialcryptodaily,4930.0,1
50,cryptochannels,oneminuteletter,4930.0,1
51,cryptochannels,richardscalls,4930.0,1
52,cryptochannels,smartliquidnews,4930.0,1
53,cryptochannels,thebcj,4930.0,1
54,cryptochannels,tonorg,4930.0,1
55,cryptochannels,unfolded,4930.0,1
56,cryptochannels,whalebotalerts,4930.0,1
57,cryptochannels,xblockchain,4930.0,1
58,cryptochannels,notoscam,4930.0,1
59,cryptochannels,telegram,4930.0,1
60,cryptochannels,resolutions,4930.0,1
65,cryptochannels,communityrules,4930.0,1
66,cryptochannels,learntotrade,4930.0,1
0,cryptocommunities,crypto,5110.0,4
1,cryptocommunities,listmebot,5110.0,2
2,cryptocommunities,cryptofaqs,5110.0,2
4,cryptocommunities,aetrader,5110.0,1
5,cryptocommunities,allemaalrijk,5110.0,1
6,cryptocommunities,altcoins,5110.0,1
7,cryptocommunities,argenpool,5110.0,1
8,cryptocommunities,atomicswaps,5110.0,1
9,cryptocommunities,aussiecrypto,5110.0,1
10,cryptocommunities,ukbitcoin,5110.0,1
11,cryptocommunities,binarydotcom,5110.0,1
12,cryptocommunities,bitcoinchat,5110.0,1
13,cryptocommunities,bitcoininvestimento,5110.0,1
14,cryptocommunities,bitnovosti,5110.0,1
15,cryptocommunities,bituniverse,5110.0,1
16,cryptocommunities,blockhcainminersgroup,5110.0,1
17,cryptocommunities,bsodpool,5110.0,1
18,cryptocommunities,btcfinland,5110.0,1
19,cryptocommunities,btchat,5110.0,1
20,cryptocommunities,bullbearr,5110.0,1
21,cryptocommunities,chimpmemes,5110.0,1
22,cryptocommunities,coinfarm,5110.0,1
23,cryptocommunities,coingecko,5110.0,1
24,cryptocommunities,coinmarketcap,5110.0,1
25,cryptocommunities,coinpaprika,5110.0,1
26,cryptocommunities,crypticindia,5110.0,1
27,cryptocommunities,crypto_cn,5110.0,1
28,cryptocommunities,crypto_on,5110.0,1
29,cryptocommunities,cryptoadvisorofficial,5110.0,1
30,cryptocommunities,cryptoaquarium,5110.0,1
31,cryptocommunities,cryptobeats,5110.0,1
32,cryptocommunities,cryptoboerderij,5110.0,1
33,cryptocommunities,cryptocharity,5110.0,1
34,cryptocommunities,cryptocoinclub,5110.0,1
35,cryptocommunities,cryptoexpo_moscow,5110.0,1
36,cryptocommunities,cryptogene,5110.0,1
37,cryptocommunities,cryptogifs,5110.0,1
38,cryptocommunities,cryptogurusofficial,5110.0,1
39,cryptocommunities,cryptohispanonet,5110.0,1
40,cryptocommunities,cryptoinsiderslobby,5110.0,1
41,cryptocommunities,cryptomining,5110.0,1
42,cryptocommunities,cryptomondayde,5110.0,1
43,cryptocommunities,cryptoonmining,5110.0,1
44,cryptocommunities,cryptoromania,5110.0,1
45,cryptocommunities,cryptotipschatfr,5110.0,1
46,cryptocommunities,crypvision,5110.0,1
47,cryptocommunities,elijaboomc,5110.0,1
48,cryptocommunities,fanaticoscriptos,5110.0,1
49,cryptocommunities,fivekek,5110.0,1
50,cryptocommunities,ilovenina,5110.0,1
51,cryptocommunities,indiabits,5110.0,1
52,cryptocommunities,kampungkoin,5110.0,1
53,cryptocommunities,kriptoturkiye,5110.0,1
54,cryptocommunities,kryptocoinsde,5110.0,1
55,cryptocommunities,kryptodetrading,5110.0,1
56,cryptocommunities,kryptoversteuerung,5110.0,1
57,cryptocommunities,lightning_network,5110.0,1
58,cryptocommunities,magicalcrypto,5110.0,1
59,cryptocommunities,mimble_wimble,5110.0,1
60,cryptocommunities,minerspeak,5110.0,1
61,cryptocommunities,miningbazar,5110.0,1
62,cryptocommunities,mmcryptoeng,5110.0,1
63,cryptocommunities,phemex_en,5110.0,1
64,cryptocommunities,republiccrypto,5110.0,1
65,cryptocommunities,satoshistreetbets,5110.0,1
66,cryptocommunities,sidechains,5110.0,1
67,cryptocommunities,smartcontracts,5110.0,1
68,cryptocommunities,sportsbet,5110.0,1
69,cryptocommunities,strapecharts,5110.0,1
70,cryptocommunities,tamilbtc,5110.0,1
71,cryptocommunities,the_trading_pit,5110.0,1
72,cryptocommunities,thebtctimes,5110.0,1
73,cryptocommunities,thecoinfarm,5110.0,1
74,cryptocommunities,thecryptomob,5110.0,1
75,cryptocommunities,tokenmarket,5110.0,1
76,cryptocommunities,trezortalk,5110.0,1
77,cryptocommunities,trollbox,5110.0,1
78,cryptocommunities,wallstreetbets,5110.0,1
79,cryptocommunities,wcsetalks,5110.0,1
80,cryptocommunities,whaleclub,5110.0,1
81,cryptocommunities,whaleclubclassroom,5110.0,1
82,cryptocommunities,whalepoolbtc,5110.0,1
83,cryptocommunities,whaletankchat,5110.0,1
84,cryptocommunities,xmrmine,5110.0,1
85,cryptocommunities,notoscam,5110.0,1
86,cryptocommunities,telegram,5110.0,1
87,cryptocommunities,resolutions,5110.0,1
92,cryptocommunities,communityrules,5110.0,1
93,cryptocommunities,learntotrade,5110.0,1
0,cryptocurrencies,crypto,7560.0,4
1,cryptocurrencies,listmebot,7560.0,2
2,cryptocurrencies,contribute,7560.0,1
3,cryptocurrencies,cryptofaqs,7560.0,2
5,cryptocurrencies,aelfblockchain,7560.0,1
6,cryptocurrencies,aeternity,7560.0,1
7,cryptocurrencies,algorand,7560.0,1
8,cryptocurrencies,ardorplatform,7560.0,1
9,cryptocurrencies,arkecosystem,7560.0,1
10,cryptocurrencies,augurproject,7560.0,1
11,cryptocurrencies,batproject,7560.0,1
12,cryptocurrencies,beamprivacy,7560.0,1
13,cryptocurrencies,letslivebela,7560.0,1
14,cryptocurrencies,bitbayofficial,7560.0,1
15,cryptocurrencies,bitcoin,7560.0,1
16,cryptocurrencies,bitebi,7560.0,1
17,cryptocurrencies,bitcoincore,7560.0,1
18,cryptocurrencies,bitcoincashfork,7560.0,1
19,cryptocurrencies,bitcoingoldhq,7560.0,1
20,cryptocurrencies,bitcorns,7560.0,1
21,cryptocurrencies,bitshares_community,7560.0,1
22,cryptocurrencies,bsvchat,7560.0,1
23,cryptocurrencies,bttbittorrent,7560.0,1
24,cryptocurrencies,bytecoinchat,7560.0,1
25,cryptocurrencies,bytominternational,7560.0,1
26,cryptocurrencies,callistonet,7560.0,1
27,cryptocurrencies,cardanogeneral,7560.0,1
28,cryptocurrencies,centralityofficialtelegram,7560.0,1
29,cryptocurrencies,cloakproject,7560.0,1
30,cryptocurrencies,chainlinkofficial,7560.0,1
31,cryptocurrencies,chronotech,7560.0,1
32,cryptocurrencies,cosmosproject,7560.0,1
33,cryptocurrencies,counterparty_xcp,7560.0,1
34,cryptocurrencies,cryptocomofficial,7560.0,1
35,cryptocurrencies,cybermilestoken,7560.0,1
36,cryptocurrencies,dash_chat,7560.0,1
37,cryptocurrencies,decred,7560.0,1
38,cryptocurrencies,dfinity,7560.0,1
39,cryptocurrencies,diemcoin,7560.0,1
40,cryptocurrencies,digibytecoin,7560.0,1
41,cryptocurrencies,digixdao,7560.0,1
42,cryptocurrencies,polkadotofficial,7560.0,1
43,cryptocurrencies,thedogehouse,7560.0,1
44,cryptocurrencies,electracoin,7560.0,1
45,cryptocurrencies,emercoin_official,7560.0,1
46,cryptocurrencies,enigmaproject,7560.0,1
47,cryptocurrencies,eosproject,7560.0,1
48,cryptocurrencies,ethclassic,7560.0,1
49,cryptocurrencies,ether,7560.0,1
50,cryptocurrencies,eunoofficial,7560.0,1
51,cryptocurrencies,everipedia,7560.0,1
52,cryptocurrencies,factomfct,7560.0,1
53,cryptocurrencies,filecoin,7560.0,1
54,cryptocurrencies,firoproject,7560.0,1
55,cryptocurrencies,gnosispm,7560.0,1
56,cryptocurrencies,grinprivacy,7560.0,1
57,cryptocurrencies,groestl,7560.0,1
58,cryptocurrencies,hexcrypto,7560.0,1
59,cryptocurrencies,hyperledger,7560.0,1
60,cryptocurrencies,iotatangle,7560.0,1
61,cryptocurrencies,komodoplatform_official,7560.0,1
62,cryptocurrencies,kybernetwork,7560.0,1
63,cryptocurrencies,leverj,7560.0,1
64,cryptocurrencies,litecoin,7560.0,1
65,cryptocurrencies,maidsafecoin,7560.0,1
66,cryptocurrencies,makerdaoofficial,7560.0,1
67,cryptocurrencies,monero,7560.0,1
68,cryptocurrencies,namecoin,7560.0,1
69,cryptocurrencies,navcoin,7560.0,1
70,cryptocurrencies,nemred,7560.0,1
71,cryptocurrencies,neo_blockchain,7560.0,1
72,cryptocurrencies,neogas,7560.0,1
73,cryptocurrencies,nervaxnv,7560.0,1
74,cryptocurrencies,nimiq,7560.0,1
75,cryptocurrencies,nxtcommunity,7560.0,1
76,cryptocurrencies,omisego,7560.0,1
77,cryptocurrencies,omnilayer,7560.0,1
78,cryptocurrencies,ontologynetwork,7560.0,1
79,cryptocurrencies,pascalcoin,7560.0,1
80,cryptocurrencies,paytenx,7560.0,1
81,cryptocurrencies,peercoin,7560.0,1
82,cryptocurrencies,polymathnetwork,7560.0,1
83,cryptocurrencies,qtumofficial,7560.0,1
84,cryptocurrencies,ravencoindev,7560.0,1
85,cryptocurrencies,ripple,7560.0,1
86,cryptocurrencies,rskofficialcommunity,7560.0,1
87,cryptocurrencies,seroofficial,7560.0,1
88,cryptocurrencies,siacoin,7560.0,1
89,cryptocurrencies,sirinlabs,7560.0,1
90,cryptocurrencies,sonm_eng,7560.0,1
91,cryptocurrencies,stellarlumens,7560.0,1
92,cryptocurrencies,stratisplatform,7560.0,1
93,cryptocurrencies,tezosplatform,7560.0,1
94,cryptocurrencies,tronnetworken,7560.0,1
95,cryptocurrencies,unobtaniumuno,7560.0,1
96,cryptocurrencies,vechain_official_english,7560.0,1
97,cryptocurrencies,vertcoincrypto,7560.0,1
98,cryptocurrencies,viacoin,7560.0,1
99,cryptocurrencies,viberateofficial,7560.0,1
100,cryptocurrencies,vsysofficialgroup,7560.0,1
101,cryptocurrencies,wagerrcoin,7560.0,1
102,cryptocurrencies,wavescommunity,7560.0,1
103,cryptocurrencies,zb_english,7560.0,1
104,cryptocurrencies,zcash_community,7560.0,1
105,cryptocurrencies,notoscam,7560.0,1
106,cryptocurrencies,telegram,7560.0,1
107,cryptocurrencies,resolutions,7560.0,1
112,cryptocurrencies,communityrules,7560.0,1
113,cryptocurrencies,learntotrade,7560.0,1
0,cryptoexchanges,cryptos,1640.0,1
1,cryptoexchanges,listmebot,1640.0,2
2,cryptoexchanges,donatetous,1640.0,1
3,cryptoexchanges,crypto,1640.0,3
4,cryptoexchanges,bisq_p2p,1640.0,1
5,cryptoexchanges,bitfinex,1640.0,1
6,cryptoexchanges,bitforexenglish,1640.0,1
7,cryptoexchanges,binanceexchange,1640.0,1
8,cryptoexchanges,btsecom,1640.0,1
9,cryptoexchanges,bittrex,1640.0,1
10,cryptoexchanges,coinut,1640.0,1
11,cryptoexchanges,deribit,1640.0,1
12,cryptoexchanges,gateio,1640.0,1
13,cryptoexchanges,hodlhodl,1640.0,1
14,cryptoexchanges,kucoin_exchange,1640.0,1
15,cryptoexchanges,okexofficial_en,1640.0,1
16,cryptoexchanges,poloniexenglish,1640.0,1
17,cryptoexchanges,notoscam,1640.0,1
18,cryptoexchanges,telegram,1640.0,1
19,cryptoexchanges,resolutions,1640.0,1
23,cryptoexchanges,cryptofaqs,1640.0,1
24,cryptoexchanges,communityrules,1640.0,1
25,cryptoexchanges,learntotrade,1640.0,1
0,cryptoindicators,crypto,4070.0,4
1,cryptoindicators,listmebot,4070.0,2
2,cryptoindicators,contribute,4070.0,1
3,cryptoindicators,cryptofaqs,4070.0,2
5,cryptoindicators,altcoinwhales,4070.0,1
6,cryptoindicators,checksig,4070.0,1
7,cryptoindicators,cryptochartmonkey,4070.0,1
8,cryptoindicators,cryptocharters,4070.0,1
9,cryptoindicators,cryptocredta,4070.0,1
10,cryptoindicators,cryptoquant_alert,4070.0,1
11,cryptoindicators,cryptoquant_official,4070.0,1
12,cryptoindicators,cryptoscanner100eyes,4070.0,1
13,cryptoindicators,excavochannel,4070.0,1
14,cryptoindicators,kxiantu,4070.0,1
15,cryptoindicators,pierre_crypt0_public,4070.0,1
16,cryptoindicators,psychochromatic,4070.0,1
17,cryptoindicators,salsatekila,4070.0,1
18,cryptoindicators,scalpingmf,4070.0,1
19,cryptoindicators,tasmartalerts,4070.0,1
20,cryptoindicators,thelionden,4070.0,1
21,cryptoindicators,tradingview,4070.0,1
22,cryptoindicators,wcsechannel,4070.0,1
23,cryptoindicators,wcserussia,4070.0,1
24,cryptoindicators,whaletank,4070.0,1
25,cryptoindicators,winterwolvesta,4070.0,1
26,cryptoindicators,wolfpacksignals,4070.0,1
27,cryptoindicators,bitmexrekts,4070.0,1
28,cryptoindicators,btc_price_ticker,4070.0,1
29,cryptoindicators,cointrendz,4070.0,1
30,cryptoindicators,cryptochan_highlowpulse,4070.0,1
31,cryptoindicators,eth_price_ticker,4070.0,1
32,cryptoindicators,wallmonitor,4070.0,1
33,cryptoindicators,whale_alert_io,4070.0,1
34,cryptoindicators,whalecalls,4070.0,1
35,cryptoindicators,whalepoolbtcfeed,4070.0,1
36,cryptoindicators,whalesniper,4070.0,1
37,cryptoindicators,xrp_price_ticker,4070.0,1
38,cryptoindicators,notoscam,4070.0,1
39,cryptoindicators,telegram,4070.0,1
40,cryptoindicators,resolutions,4070.0,1
45,cryptoindicators,communityrules,4070.0,1
46,cryptoindicators,learntotrade,4070.0,1
0,cryptojobs,crypto,4390.0,21
1,cryptojobs,listmebot,4390.0,21
2,cryptojobs,cryptofaqs,4390.0,1
0,cryptoservices,crypto,1400.0,4
1,cryptoservices,listmebot,1400.0,2
2,cryptoservices,contribute,1400.0,1
3,cryptoservices,cryptofaqs,1400.0,2
5,cryptoservices,cryptoverge,1400.0,1
6,cryptoservices,cryptocreative,1400.0,1
7,cryptoservices,cryptobots,1400.0,1
8,cryptoservices,hirebotdevelopers,1400.0,1
9,cryptoservices,xeovovpn,1400.0,1
10,cryptoservices,notoscam,1400.0,1
11,cryptoservices,telegram,1400.0,1
12,cryptoservices,resolutions,1400.0,1
17,cryptoservices,communityrules,1400.0,1
18,cryptoservices,learntotrade,1400.0,1
0,scamexamples,crypto,1470.0,1
1,scamexamples,howtomakebitcoin,1470.0,20
0,telegram,quizbot,5980000.0,1
1,telegram,durov,5980000.0,3
2,telegram,tandroidapk,5980000.0,1
3,telegram,botnews,5980000.0,1
6,telegram,jobs_bot,5980000.0,1
0,resolutions,crypto,,1
1,resolutions,listmebot,,1
2,resolutions,cryptofaqs,,1
0,communityrules,username,725.0,1
1,communityrules,cryptotips,725.0,1
2,communityrules,howtomakebitcoin,725.0,1
3,communityrules,scamexamples,725.0,1
4,communityrules,termsconditions,725.0,1
5,communityrules,setupguide,725.0,1
6,communityrules,resolutions,725.0,1
0,learntotrade,crypto,,1
